                    ************************************************************************************************
                    *  Z= 43 A= 99: Positive-Parity Spin-dependent Level Density [MeV-1] for Tc 99 and ldmodel= 5  *
 170.00  4.346  4.31E+30 4.01E+28 1.13E+30 2.70E+26 5.38E+26 8.01E+26 1.06E+27 1.30E+27 1.54E+27 1.77E+27 1.92E+27 1.96E+27 2.05E+27 2.13E+27 2.07E+27 2.06E+27 1.98E+27 1.91E+27 1.81E+27 1.70E+27 1.54E+27 1.45E+27 1.29E+27 1.15E+27 1.03E+27 8.76E+26 7.77E+26 6.74E+26 5.81E+26 4.85E+26 4.01E+26 3.25E+26 2.68E+26
 180.00  4.472  4.17E+31 3.49E+29 9.96E+30 2.29E+27 4.57E+27 6.80E+27 8.98E+27 1.11E+28 1.31E+28 1.50E+28 1.64E+28 1.68E+28 1.75E+28 1.82E+28 1.78E+28 1.77E+28 1.71E+28 1.65E+28 1.57E+28 1.48E+28 1.34E+28 1.27E+28 1.14E+28 1.02E+28 9.16E+27 7.82E+27 6.97E+27 6.08E+27 5.28E+27 4.43E+27 3.68E+27 3.01E+27 2.49E+27
 190.00  4.595  3.82E+32 2.84E+30 8.18E+31 1.82E+28 3.63E+28 5.40E+28 7.13E+28 8.83E+28 1.04E+29 1.20E+29 1.31E+29 1.34E+29 1.40E+29 1.46E+29 1.43E+29 1.43E+29 1.38E+29 1.33E+29 1.27E+29 1.20E+29 1.10E+29 1.04E+29 9.38E+28 8.45E+28 7.60E+28 6.53E+28 5.82E+28 5.10E+28 4.44E+28 3.76E+28 3.14E+28 2.58E+28 2.15E+28
 200.00  4.714  2.81E+33 1.82E+31 5.27E+32 1.14E+29 2.27E+29 3.38E+29 4.46E+29 5.53E+29 6.51E+29 7.50E+29 8.19E+29 8.40E+29 8.81E+29 9.18E+29 9.02E+29 9.02E+29 8.73E+29 8.49E+29 8.12E+29 7.67E+29 7.01E+29 6.69E+29 6.03E+29 5.46E+29 4.93E+29 4.23E+29 3.81E+29 3.35E+29 2.93E+29 2.48E+29 2.09E+29 1.72E+29 1.44E+29

                    ************************************************************************************************
                    *  Z= 43 A= 99: Negative-Parity Spin-dependent Level Density [MeV-1] for Tc 99 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.167  0.00E+00 7.22E+00 5.56E+01 3.75E-01 1.91E+00 1.60E+00 9.34E-01 1.49E+00 1.92E-01 1.92E-01 1.92E-01 1.92E-01 1.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.236  0.00E+00 1.03E+01 8.45E+01 4.05E-01 2.10E+00 2.49E+00 1.47E+00 1.87E+00 9.00E-01 3.65E-01 1.87E-01 1.87E-01 1.87E-01 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.289  1.00E+00 1.47E+01 1.25E+02 4.27E-01 2.28E+00 3.54E+00 2.68E+00 2.37E+00 1.43E+00 8.86E-01 5.30E-01 1.82E-01 1.82E-01 1.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.333  3.00E+00 2.26E+01 1.95E+02 1.99E+00 2.60E+00 4.53E+00 4.06E+00 3.35E+00 2.78E+00 1.40E+00 1.04E+00 3.48E-01 1.78E-01 1.78E-01 1.70E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.373  6.00E+00 3.27E+01 2.82E+02 3.03E+00 3.90E+00 6.62E+00 5.73E+00 4.33E+00 3.81E+00 2.38E+00 1.54E+00 8.48E-01 7.87E-03 1.74E-01 1.74E-01 1.66E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.408  1.00E+01 4.68E+01 4.22E+02 4.00E+00 4.93E+00 8.91E+00 7.86E+00 6.14E+00 6.08E+00 3.87E+00 2.50E+00 1.34E+00 8.16E-01 7.72E-03 1.71E-01 1.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.441  1.60E+01 6.66E+01 6.17E+02 4.96E+00 8.25E+00 1.12E+01 1.08E+01 9.37E+00 8.00E+00 5.96E+00 3.47E+00 2.29E+00 1.15E+00 6.40E-01 1.68E-01 1.68E-01 1.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.471  2.60E+01 8.54E+01 8.33E+02 4.40E+00 1.06E+01 1.22E+01 1.27E+01 1.52E+01 1.02E+01 8.18E+00 5.17E+00 3.24E+00 1.77E+00 1.13E+00 3.22E-01 1.65E-01 1.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.500  4.00E+01 1.24E+02 1.21E+03 6.74E+00 1.52E+01 1.84E+01 1.86E+01 2.05E+01 1.50E+01 1.11E+01 7.93E+00 4.77E+00 2.85E+00 1.59E+00 7.87E-01 7.31E-03 1.62E-01 1.55E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.527  6.10E+01 1.86E+02 1.80E+03 1.01E+01 2.49E+01 2.58E+01 3.02E+01 3.18E+01 1.91E+01 1.57E+01 1.19E+01 7.66E+00 4.22E+00 2.34E+00 1.25E+00 6.08E-01 1.59E-01 1.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.553  8.90E+01 2.76E+02 2.72E+03 1.46E+01 3.21E+01 4.17E+01 4.45E+01 4.44E+01 3.19E+01 2.38E+01 1.82E+01 1.16E+01 6.16E+00 3.97E+00 2.14E+00 1.07E+00 7.08E-03 1.57E-01 1.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.577  1.28E+02 3.84E+02 3.89E+03 2.16E+01 3.74E+01 5.27E+01 6.34E+01 5.96E+01 4.86E+01 3.77E+01 2.61E+01 1.70E+01 8.96E+00 5.47E+00 3.04E+00 1.52E+00 7.37E-01 1.54E-01 1.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.601  1.88E+02 5.05E+02 5.30E+03 2.73E+01 4.29E+01 6.41E+01 7.78E+01 7.58E+01 6.69E+01 5.35E+01 4.08E+01 2.51E+01 1.40E+01 7.61E+00 4.48E+00 2.24E+00 1.05E+00 6.87E-03 1.52E-01 1.45E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.624  2.78E+02 6.90E+02 7.37E+03 3.55E+01 5.68E+01 9.02E+01 1.03E+02 9.56E+01 8.92E+01 7.56E+01 5.95E+01 3.78E+01 1.93E+01 1.20E+01 6.74E+00 3.80E+00 1.61E+00 7.16E-01 1.50E-01 1.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.645  4.09E+02 9.39E+02 1.01E+04 4.68E+01 7.99E+01 1.27E+02 1.40E+02 1.24E+02 1.19E+02 1.02E+02 7.78E+01 5.44E+01 3.18E+01 1.65E+01 9.61E+00 5.24E+00 2.60E+00 1.02E+00 6.68E-03 1.48E-01 1.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.667  5.87E+02 1.41E+03 1.50E+04 6.47E+01 1.41E+02 2.00E+02 2.06E+02 1.94E+02 1.67E+02 1.41E+02 1.13E+02 7.65E+01 5.06E+01 2.99E+01 1.43E+01 7.30E+00 3.86E+00 1.57E+00 6.96E-01 1.46E-01 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.687  8.30E+02 2.03E+03 2.17E+04 9.52E+01 2.04E+02 2.66E+02 2.93E+02 3.02E+02 2.51E+02 2.00E+02 1.52E+02 1.08E+02 7.31E+01 4.56E+01 2.09E+01 1.15E+01 5.52E+00 2.54E+00 9.90E-01 6.50E-03 1.44E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.707  1.17E+03 2.72E+03 2.97E+04 1.20E+02 2.57E+02 3.39E+02 3.80E+02 3.98E+02 3.44E+02 2.81E+02 2.21E+02 1.51E+02 1.01E+02 6.33E+01 3.27E+01 1.74E+01 8.21E+00 3.75E+00 1.56E+00 4.74E-01 7.42E-02 6.78E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.726  1.66E+03 3.64E+03 4.07E+04 1.51E+02 3.21E+02 4.31E+02 4.91E+02 5.21E+02 4.70E+02 3.96E+02 3.20E+02 2.12E+02 1.39E+02 8.74E+01 5.12E+01 2.62E+01 1.22E+01 5.51E+00 2.47E+00 9.58E-01 3.17E-03 1.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.745  2.39E+03 4.97E+03 5.59E+04 2.24E+02 4.27E+02 5.87E+02 6.75E+02 6.94E+02 6.24E+02 5.32E+02 4.36E+02 3.08E+02 1.98E+02 1.22E+02 7.41E+01 3.99E+01 1.86E+01 8.33E+00 3.65E+00 1.52E+00 4.62E-01 1.39E-01 6.62E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.782  4.85E+03 9.39E+03 1.07E+05 4.35E+02 7.77E+02 1.10E+03 1.28E+03 1.29E+03 1.15E+03 9.82E+02 8.05E+02 6.06E+02 4.05E+02 2.54E+02 1.52E+02 8.49E+01 4.26E+01 1.89E+01 8.13E+00 3.53E+00 1.36E+00 3.94E-01 1.35E-01 6.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.816  9.50E+03 1.71E+04 1.99E+05 7.07E+02 1.37E+03 1.93E+03 2.25E+03 2.33E+03 2.13E+03 1.83E+03 1.52E+03 1.11E+03 7.81E+02 5.23E+02 3.12E+02 1.68E+02 9.00E+01 4.28E+01 1.85E+01 7.64E+00 3.01E+00 1.08E+00 3.22E-01 1.32E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.850  1.85E+04 3.03E+04 3.61E+05 1.18E+03 2.33E+03 3.29E+03 3.83E+03 4.01E+03 3.73E+03 3.30E+03 2.80E+03 2.09E+03 1.47E+03 9.81E+02 6.18E+02 3.51E+02 1.84E+02 9.20E+01 4.18E+01 1.74E+01 6.89E+00 2.61E+00 8.88E-01 6.76E-02 6.18E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.882  3.50E+04 5.35E+04 6.49E+05 2.03E+03 3.95E+03 5.66E+03 6.64E+03 6.97E+03 6.53E+03 5.78E+03 4.91E+03 3.82E+03 2.79E+03 1.87E+03 1.18E+03 7.03E+02 3.89E+02 1.91E+02 8.89E+01 3.97E+01 1.55E+01 5.54E+00 2.00E+00 4.22E-01 1.27E-01 6.05E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.913  6.51E+04 9.20E+04 1.14E+06 3.35E+03 6.48E+03 9.30E+03 1.10E+04 1.17E+04 1.11E+04 1.00E+04 8.61E+03 6.76E+03 5.01E+03 3.48E+03 2.29E+03 1.36E+03 7.75E+02 4.01E+02 1.84E+02 8.46E+01 3.51E+01 1.21E+01 4.44E+00 1.36E+00 3.61E-01 1.24E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.943  1.19E+05 1.55E+05 1.96E+06 5.44E+03 1.06E+04 1.52E+04 1.81E+04 1.92E+04 1.84E+04 1.68E+04 1.48E+04 1.18E+04 8.88E+03 6.26E+03 4.23E+03 2.64E+03 1.51E+03 8.02E+02 3.93E+02 1.75E+02 7.33E+01 2.78E+01 8.94E+00 3.21E+00 9.95E-01 2.38E-01 5.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.972  2.13E+05 2.58E+05 3.31E+06 8.65E+03 1.69E+04 2.43E+04 2.91E+04 3.12E+04 3.01E+04 2.77E+04 2.47E+04 2.00E+04 1.54E+04 1.11E+04 7.58E+03 4.81E+03 2.90E+03 1.56E+03 7.93E+02 3.72E+02 1.49E+02 6.24E+01 2.12E+01 7.17E+00 2.40E+00 7.00E-01 1.19E-01 5.70E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.000  3.76E+05 4.16E+05 5.47E+06 1.34E+04 2.62E+04 3.78E+04 4.54E+04 4.90E+04 4.80E+04 4.48E+04 4.03E+04 3.31E+04 2.58E+04 1.90E+04 1.34E+04 8.60E+03 5.34E+03 3.04E+03 1.55E+03 7.46E+02 3.25E+02 1.30E+02 4.94E+01 1.64E+01 5.12E+00 1.58E+00 3.41E-01 1.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.027  6.48E+05 6.58E+05 8.83E+06 2.04E+04 4.00E+04 5.78E+04 6.95E+04 7.56E+04 7.47E+04 7.03E+04 6.41E+04 5.34E+04 4.23E+04 3.16E+04 2.27E+04 1.51E+04 9.51E+03 5.60E+03 2.99E+03 1.44E+03 6.76E+02 2.72E+02 1.04E+02 3.63E+01 1.15E+01 3.54E+00 8.81E-01 3.07E-01 2.74E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.054  1.10E+06 1.03E+06 1.41E+07 3.07E+04 6.01E+04 8.70E+04 1.05E+05 1.15E+05 1.15E+05 1.09E+05 1.00E+05 8.47E+04 6.81E+04 5.18E+04 3.79E+04 2.57E+04 1.67E+04 1.01E+04 5.53E+03 2.82E+03 1.33E+03 5.65E+02 2.27E+02 7.80E+01 2.65E+01 7.74E+00 2.12E+00 6.98E-01 8.34E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.106  3.06E+06 2.37E+06 3.37E+07 6.55E+04 1.28E+05 1.86E+05 2.28E+05 2.52E+05 2.55E+05 2.46E+05 2.30E+05 1.99E+05 1.65E+05 1.31E+05 9.84E+04 6.97E+04 4.75E+04 3.00E+04 1.76E+04 9.63E+03 4.77E+03 2.26E+03 9.23E+02 3.64E+02 1.22E+02 3.88E+01 1.06E+01 3.02E+00 9.14E-01 8.06E-02 8.06E-02 1.00E-30 1.00E-30
  12.00  1.155  7.74E+06 5.03E+06 7.45E+07 1.29E+05 2.53E+05 3.68E+05 4.51E+05 5.07E+05 5.19E+05 5.10E+05 4.86E+05 4.33E+05 3.67E+05 2.98E+05 2.33E+05 1.71E+05 1.22E+05 8.07E+04 5.03E+04 2.90E+04 1.55E+04 7.90E+03 3.49E+03 1.51E+03 5.38E+02 1.89E+02 5.29E+01 1.56E+01 4.02E+00 1.20E+00 2.76E-02 7.79E-02 1.00E-30
  13.00  1.202  1.81E+07 1.00E+07 1.54E+08 2.38E+05 4.68E+05 6.83E+05 8.45E+05 9.52E+05 9.91E+05 9.87E+05 9.55E+05 8.65E+05 7.51E+05 6.27E+05 5.05E+05 3.85E+05 2.83E+05 1.97E+05 1.28E+05 7.84E+04 4.48E+04 2.43E+04 1.17E+04 5.42E+03 2.18E+03 7.84E+02 2.57E+02 7.45E+01 2.18E+01 4.94E+00 1.36E+00 1.78E-01 7.55E-02
  14.00  1.247  3.94E+07 1.87E+07 2.99E+08 4.16E+05 8.18E+05 1.19E+06 1.48E+06 1.68E+06 1.77E+06 1.78E+06 1.75E+06 1.61E+06 1.43E+06 1.22E+06 1.01E+06 7.92E+05 6.06E+05 4.38E+05 2.98E+05 1.92E+05 1.16E+05 6.69E+04 3.48E+04 1.74E+04 7.63E+03 3.01E+03 1.07E+03 3.50E+02 9.95E+01 2.55E+01 6.04E+00 1.52E+00 2.45E-01
  15.00  1.291  8.07E+07 3.32E+07 5.48E+08 6.90E+05 1.36E+06 1.99E+06 2.48E+06 2.84E+06 3.00E+06 3.06E+06 3.03E+06 2.82E+06 2.55E+06 2.22E+06 1.88E+06 1.51E+06 1.19E+06 8.90E+05 6.32E+05 4.28E+05 2.72E+05 1.66E+05 9.21E+04 4.98E+04 2.35E+04 1.03E+04 3.95E+03 1.45E+03 4.52E+02 1.18E+02 3.07E+01 6.31E+00 1.57E+00
  16.00  1.333  1.56E+08 5.62E+07 9.57E+08 1.11E+06 2.19E+06 3.20E+06 4.00E+06 4.60E+06 4.90E+06 5.03E+06 4.99E+06 4.71E+06 4.32E+06 3.81E+06 3.29E+06 2.71E+06 2.18E+06 1.68E+06 1.24E+06 8.73E+05 5.84E+05 3.75E+05 2.21E+05 1.27E+05 6.46E+04 3.05E+04 1.30E+04 5.19E+03 1.84E+03 5.15E+02 1.42E+02 3.23E+01 6.44E+00
  17.00  1.374  2.89E+08 9.20E+07 1.61E+09 1.73E+06 3.42E+06 4.99E+06 6.27E+06 7.23E+06 7.73E+06 7.98E+06 7.99E+06 7.61E+06 7.01E+06 6.26E+06 5.49E+06 4.62E+06 3.79E+06 2.99E+06 2.27E+06 1.66E+06 1.15E+06 7.75E+05 4.83E+05 2.93E+05 1.60E+05 8.15E+04 3.81E+04 1.65E+04 6.45E+03 2.08E+03 6.09E+02 1.55E+02 3.29E+01
  18.00  1.414  5.14E+08 1.47E+08 2.63E+09 2.67E+06 5.26E+06 7.71E+06 9.69E+06 1.12E+07 1.20E+07 1.24E+07 1.25E+07 1.19E+07 1.11E+07 1.00E+07 8.83E+06 7.52E+06 6.26E+06 5.04E+06 3.91E+06 2.95E+06 2.12E+06 1.49E+06 9.70E+05 6.21E+05 3.60E+05 1.97E+05 9.93E+04 4.70E+04 2.00E+04 7.25E+03 2.40E+03 6.55E+02 1.63E+02
  19.00  1.453  8.82E+08 2.29E+08 4.18E+09 4.03E+06 7.96E+06 1.17E+07 1.47E+07 1.70E+07 1.82E+07 1.90E+07 1.91E+07 1.84E+07 1.72E+07 1.56E+07 1.38E+07 1.19E+07 1.00E+07 8.20E+06 6.49E+06 4.98E+06 3.68E+06 2.67E+06 1.82E+06 1.21E+06 7.46E+05 4.36E+05 2.34E+05 1.20E+05 5.56E+04 2.22E+04 8.25E+03 2.54E+03 6.83E+02
  20.00  1.491  1.47E+09 3.51E+08 6.50E+09 6.05E+06 1.19E+07 1.75E+07 2.21E+07 2.55E+07 2.75E+07 2.86E+07 2.89E+07 2.79E+07 2.62E+07 2.38E+07 2.12E+07 1.84E+07 1.56E+07 1.29E+07 1.03E+07 7.99E+06 6.02E+06 4.46E+06 3.12E+06 2.16E+06 1.38E+06 8.50E+05 4.85E+05 2.65E+05 1.32E+05 5.76E+04 2.35E+04 8.13E+03 2.42E+03
  22.50  1.581  5.18E+09 1.00E+09 1.91E+10 1.66E+07 3.26E+07 4.80E+07 6.05E+07 7.00E+07 7.58E+07 7.90E+07 8.04E+07 7.78E+07 7.34E+07 6.73E+07 6.06E+07 5.30E+07 4.55E+07 3.80E+07 3.10E+07 2.47E+07 1.92E+07 1.47E+07 1.09E+07 7.98E+06 5.54E+06 3.76E+06 2.42E+06 1.52E+06 8.94E+05 4.72E+05 2.38E+05 1.06E+05 4.20E+04
  25.00  1.667  1.62E+10 2.81E+09 5.45E+10 4.53E+07 8.93E+07 1.31E+08 1.66E+08 1.92E+08 2.09E+08 2.18E+08 2.22E+08 2.16E+08 2.04E+08 1.88E+08 1.70E+08 1.49E+08 1.29E+08 1.08E+08 8.90E+07 7.16E+07 5.63E+07 4.36E+07 3.30E+07 2.47E+07 1.79E+07 1.27E+07 8.69E+06 5.87E+06 3.81E+06 2.29E+06 1.34E+06 7.11E+05 3.47E+05
  30.00  1.826  1.82E+11 2.29E+10 4.51E+11 3.58E+08 7.07E+08 1.04E+09 1.32E+09 1.54E+09 1.67E+09 1.75E+09 1.79E+09 1.74E+09 1.66E+09 1.53E+09 1.39E+09 1.22E+09 1.06E+09 8.95E+08 7.39E+08 5.97E+08 4.70E+08 3.71E+08 2.81E+08 2.14E+08 1.57E+08 1.14E+08 8.12E+07 5.76E+07 4.02E+07 2.67E+07 1.78E+07 1.14E+07 7.03E+06
  40.00  2.108  2.65E+13 1.59E+12 3.23E+13 2.28E+10 4.53E+10 6.67E+10 8.51E+10 9.97E+10 1.09E+11 1.16E+11 1.20E+11 1.18E+11 1.14E+11 1.07E+11 9.81E+10 8.76E+10 7.74E+10 6.65E+10 5.57E+10 4.56E+10 3.65E+10 2.92E+10 2.23E+10 1.72E+10 1.27E+10 9.25E+09 6.60E+09 4.71E+09 3.28E+09 2.19E+09 1.47E+09 9.59E+08 6.17E+08
  50.00  2.357  1.48E+15 7.68E+13 1.64E+15 9.97E+11 1.98E+12 2.94E+12 3.74E+12 4.44E+12 4.91E+12 5.25E+12 5.50E+12 5.49E+12 5.36E+12 5.12E+12 4.76E+12 4.34E+12 3.91E+12 3.43E+12 2.95E+12 2.47E+12 2.02E+12 1.66E+12 1.31E+12 1.04E+12 7.93E+11 5.94E+11 4.41E+11 3.23E+11 2.33E+11 1.61E+11 1.11E+11 7.45E+10 4.91E+10
  60.00  2.582  1.58E+17 6.56E+15 1.49E+17 6.95E+13 1.38E+14 2.04E+14 2.68E+14 3.29E+14 3.83E+14 4.34E+14 4.61E+14 4.43E+14 4.45E+14 4.47E+14 4.06E+14 3.81E+14 3.43E+14 3.08E+14 2.72E+14 2.36E+14 1.93E+14 1.70E+14 1.36E+14 1.10E+14 8.82E+13 6.52E+13 5.20E+13 4.00E+13 3.04E+13 2.19E+13 1.54E+13 1.05E+13 7.33E+12
  70.00  2.789  5.54E+18 1.89E+17 4.44E+18 1.87E+15 3.72E+15 5.52E+15 7.25E+15 8.87E+15 1.04E+16 1.18E+16 1.26E+16 1.22E+16 1.24E+16 1.25E+16 1.15E+16 1.09E+16 9.93E+15 9.02E+15 8.08E+15 7.12E+15 5.92E+15 5.28E+15 4.32E+15 3.55E+15 2.90E+15 2.20E+15 1.80E+15 1.41E+15 1.10E+15 8.13E+14 5.91E+14 4.17E+14 3.01E+14
  80.00  2.981  1.52E+20 4.40E+18 1.07E+20 4.13E+16 8.21E+16 1.22E+17 1.60E+17 1.96E+17 2.30E+17 2.62E+17 2.81E+17 2.75E+17 2.80E+17 2.84E+17 2.63E+17 2.52E+17 2.32E+17 2.13E+17 1.93E+17 1.71E+17 1.45E+17 1.31E+17 1.09E+17 9.07E+16 7.53E+16 5.85E+16 4.83E+16 3.86E+16 3.07E+16 2.32E+16 1.73E+16 1.25E+16 9.28E+15
  90.00  3.162  3.48E+21 8.65E+19 2.16E+21 7.74E+17 1.54E+18 2.28E+18 3.00E+18 3.68E+18 4.34E+18 4.93E+18 5.29E+18 5.22E+18 5.35E+18 5.44E+18 5.10E+18 4.91E+18 4.55E+18 4.22E+18 3.85E+18 3.46E+18 2.97E+18 2.69E+18 2.26E+18 1.91E+18 1.61E+18 1.27E+18 1.06E+18 8.64E+17 6.97E+17 5.37E+17 4.08E+17 3.02E+17 2.28E+17
 100.00  3.333  6.84E+22 1.48E+21 3.76E+22 1.26E+19 2.51E+19 3.72E+19 4.90E+19 6.02E+19 7.09E+19 8.07E+19 8.68E+19 8.64E+19 8.85E+19 9.05E+19 8.54E+19 8.27E+19 7.73E+19 7.20E+19 6.63E+19 6.00E+19 5.20E+19 4.74E+19 4.04E+19 3.45E+19 2.94E+19 2.35E+19 1.99E+19 1.63E+19 1.34E+19 1.05E+19 8.07E+18 6.09E+18 4.68E+18
 110.00  3.496  1.18E+24 2.22E+22 5.78E+23 1.82E+20 3.62E+20 5.39E+20 7.10E+20 8.72E+20 1.03E+21 1.17E+21 1.26E+21 1.26E+21 1.29E+21 1.34E+21 1.26E+21 1.23E+21 1.16E+21 1.09E+21 1.00E+21 9.17E+20 8.01E+20 7.35E+20 6.32E+20 5.45E+20 4.68E+20 3.79E+20 3.24E+20 2.69E+20 2.22E+20 1.77E+20 1.38E+20 1.06E+20 8.23E+19
 120.00  3.651  1.82E+25 3.00E+23 7.96E+24 2.37E+21 4.73E+21 7.02E+21 9.28E+21 1.14E+22 1.34E+22 1.54E+22 1.66E+22 1.66E+22 1.72E+22 1.77E+22 1.68E+22 1.65E+22 1.56E+22 1.47E+22 1.36E+22 1.25E+22 1.11E+22 1.02E+22 8.83E+21 7.68E+21 6.65E+21 5.43E+21 4.68E+21 3.93E+21 3.28E+21 2.63E+21 2.08E+21 1.62E+21 1.27E+21
