                    ************************************************************************************************
                    *  Z= 43 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for Tc100 and ldmodel= 5  *
 180.00  4.450  9.98E+31 4.51E+29 1.28E+31 2.86E+27 2.91E+27 8.58E+27 8.53E+27 1.41E+28 1.38E+28 1.92E+28 1.87E+28 2.20E+28 2.02E+28 2.39E+28 2.16E+28 2.33E+28 2.17E+28 2.17E+28 2.01E+28 1.98E+28 1.77E+28 1.72E+28 1.54E+28 1.42E+28 1.23E+28 1.16E+28 9.55E+27 8.72E+27 7.19E+27 6.63E+27 5.27E+27 4.55E+27 3.62E+27
 190.00  4.572  9.34E+32 3.69E+30 1.06E+32 2.29E+28 2.31E+28 6.85E+28 6.80E+28 1.12E+29 1.11E+29 1.53E+29 1.49E+29 1.77E+29 1.62E+29 1.92E+29 1.74E+29 1.88E+29 1.76E+29 1.76E+29 1.64E+29 1.61E+29 1.45E+29 1.41E+29 1.27E+29 1.17E+29 1.02E+29 9.66E+28 8.00E+28 7.34E+28 6.08E+28 5.63E+28 4.49E+28 3.90E+28 3.12E+28
 200.00  4.690  7.02E+33 2.37E+31 6.84E+32 1.44E+29 1.45E+29 4.31E+29 4.26E+29 7.05E+29 6.95E+29 9.63E+29 9.40E+29 1.11E+30 1.02E+30 1.21E+30 1.10E+30 1.19E+30 1.12E+30 1.12E+30 1.04E+30 1.03E+30 9.30E+29 9.09E+29 8.16E+29 7.57E+29 6.65E+29 6.29E+29 5.23E+29 4.81E+29 4.00E+29 3.71E+29 2.99E+29 2.61E+29 2.09E+29

                    ************************************************************************************************
                    *  Z= 43 A=100: Negative-Parity Spin-dependent Level Density [MeV-1] for Tc100 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.166  0.00E+00 3.10E+01 2.50E+02 1.54E+00 4.49E+00 2.91E+00 8.79E+00 4.04E+00 4.07E+00 2.07E+00 1.26E+00 7.64E-01 4.81E-01 4.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.235  2.00E+00 3.96E+01 3.47E+02 1.53E+00 4.82E+00 3.24E+00 8.64E+00 6.14E+00 7.21E+00 3.70E+00 2.04E+00 1.22E+00 5.07E-01 4.65E-01 4.10E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.287  6.00E+00 6.73E+01 5.95E+02 1.83E+00 9.43E+00 6.52E+00 1.38E+01 9.79E+00 1.03E+01 6.12E+00 5.50E+00 1.93E+00 9.39E-01 4.92E-01 4.52E-01 3.98E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.332  1.40E+01 9.28E+01 8.95E+02 1.10E+00 9.81E+00 8.68E+00 1.59E+01 1.46E+01 1.70E+01 9.00E+00 9.33E+00 3.92E+00 1.45E+00 9.14E-01 4.59E-01 4.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.371  2.50E+01 1.48E+02 1.38E+03 3.30E+00 1.76E+01 1.60E+01 2.85E+01 1.95E+01 2.31E+01 1.43E+01 1.24E+01 6.51E+00 4.08E+00 1.38E+00 6.81E-01 4.29E-01 3.78E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.406  4.30E+01 2.58E+02 2.39E+03 3.86E+00 3.44E+01 2.77E+01 4.94E+01 3.41E+01 4.30E+01 2.08E+01 2.08E+01 1.07E+01 7.29E+00 3.10E+00 1.09E+00 4.56E-01 4.19E-01 1.84E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.439  7.10E+01 3.65E+02 3.51E+03 7.46E+00 4.12E+01 3.41E+01 6.71E+01 4.76E+01 6.63E+01 3.57E+01 2.91E+01 1.69E+01 1.02E+01 5.52E+00 1.78E+00 8.50E-01 4.27E-01 2.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.469  1.13E+02 5.30E+02 5.24E+03 7.49E+00 5.47E+01 5.34E+01 9.83E+01 6.54E+01 8.61E+01 5.59E+01 4.93E+01 2.56E+01 1.80E+01 8.17E+00 4.42E+00 1.29E+00 6.36E-01 4.01E-01 3.53E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.497  1.86E+02 7.93E+02 7.97E+03 6.95E+00 8.09E+01 7.84E+01 1.43E+02 1.01E+02 1.30E+02 7.91E+01 7.70E+01 4.34E+01 2.54E+01 1.37E+01 7.49E+00 2.90E+00 1.03E+00 4.27E-01 3.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.524  3.02E+02 1.12E+03 1.16E+04 6.70E+00 1.09E+02 1.08E+02 1.86E+02 1.46E+02 1.89E+02 1.17E+02 1.12E+02 6.45E+01 4.50E+01 2.14E+01 1.07E+01 5.18E+00 1.67E+00 8.00E-01 3.85E-01 3.39E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.550  4.73E+02 1.70E+03 1.77E+04 5.57E+00 1.64E+02 1.69E+02 2.91E+02 2.16E+02 2.66E+02 1.75E+02 1.69E+02 9.73E+01 7.21E+01 3.84E+01 1.81E+01 7.70E+00 4.17E+00 1.17E+00 4.11E-01 3.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.574  7.30E+02 2.45E+03 2.59E+04 6.93E+00 2.24E+02 2.37E+02 4.06E+02 3.13E+02 4.05E+02 2.45E+02 2.46E+02 1.50E+02 1.03E+02 6.05E+01 2.75E+01 1.29E+01 7.08E+00 1.80E+00 7.58E-01 3.71E-01 1.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.598  1.11E+03 3.45E+03 3.70E+04 2.12E+01 3.07E+02 3.10E+02 5.59E+02 4.27E+02 5.60E+02 3.72E+02 3.46E+02 2.20E+02 1.58E+02 8.57E+01 4.82E+01 1.91E+01 1.01E+01 3.96E+00 9.93E-01 3.96E-01 1.98E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.620  1.68E+03 5.06E+03 5.47E+04 2.61E+01 4.55E+02 4.56E+02 8.35E+02 6.19E+02 7.90E+02 5.31E+02 5.14E+02 3.25E+02 2.39E+02 1.36E+02 7.63E+01 3.47E+01 1.71E+01 5.80E+00 2.50E+00 7.32E-01 3.58E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.642  2.54E+03 7.06E+03 7.78E+04 3.34E+01 6.03E+02 6.03E+02 1.11E+03 8.70E+02 1.14E+03 7.43E+02 7.30E+02 4.75E+02 3.46E+02 2.04E+02 1.14E+02 5.82E+01 2.57E+01 9.43E+00 5.25E+00 9.60E-01 3.83E-01 3.10E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.663  3.78E+03 9.98E+03 1.11E+05 3.76E+01 8.45E+02 8.41E+02 1.55E+03 1.21E+03 1.55E+03 1.08E+03 1.04E+03 6.74E+02 5.23E+02 2.98E+02 1.71E+02 8.39E+01 4.44E+01 1.57E+01 7.31E+00 2.39E+00 7.20E-01 3.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.684  5.60E+03 1.41E+04 1.59E+05 3.66E+01 1.17E+03 1.19E+03 2.17E+03 1.71E+03 2.18E+03 1.48E+03 1.51E+03 9.77E+02 7.51E+02 4.66E+02 2.60E+02 1.34E+02 7.21E+01 2.46E+01 1.26E+01 4.44E+00 1.09E+00 3.64E-01 1.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.704  8.25E+03 1.95E+04 2.22E+05 5.39E+01 1.58E+03 1.60E+03 2.94E+03 2.31E+03 2.97E+03 2.07E+03 2.10E+03 1.38E+03 1.08E+03 6.65E+02 3.85E+02 1.98E+02 1.09E+02 4.03E+01 1.97E+01 6.94E+00 2.19E+00 6.11E-01 1.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.723  1.20E+04 2.69E+04 3.09E+05 7.82E+01 2.14E+03 2.16E+03 3.97E+03 3.13E+03 4.04E+03 2.88E+03 2.90E+03 1.96E+03 1.55E+03 9.48E+02 5.69E+02 2.94E+02 1.65E+02 6.59E+01 3.08E+01 1.09E+01 4.30E+00 8.75E-01 3.45E-01 1.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.742  1.75E+04 3.69E+04 4.30E+05 9.59E+01 2.86E+03 2.89E+03 5.32E+03 4.26E+03 5.56E+03 3.96E+03 3.99E+03 2.73E+03 2.17E+03 1.36E+03 8.27E+02 4.46E+02 2.48E+02 1.04E+02 5.03E+01 1.71E+01 6.50E+00 1.59E+00 5.04E-01 1.77E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.778  3.65E+04 6.85E+04 8.17E+05 1.62E+02 5.08E+03 5.13E+03 9.49E+03 7.72E+03 1.02E+04 7.32E+03 7.51E+03 5.23E+03 4.19E+03 2.77E+03 1.72E+03 9.93E+02 5.61E+02 2.48E+02 1.28E+02 4.29E+01 1.59E+01 4.58E+00 1.44E+00 4.03E-01 1.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.812  7.35E+04 1.24E+05 1.51E+06 2.83E+02 8.81E+03 8.90E+03 1.66E+04 1.35E+04 1.79E+04 1.31E+04 1.37E+04 9.74E+03 8.00E+03 5.42E+03 3.47E+03 2.07E+03 1.23E+03 5.53E+02 3.00E+02 1.11E+02 4.25E+01 1.19E+01 4.68E+00 8.81E-01 3.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.846  1.44E+05 2.17E+05 2.71E+06 4.56E+02 1.49E+04 1.50E+04 2.80E+04 2.31E+04 3.09E+04 2.29E+04 2.42E+04 1.75E+04 1.48E+04 1.02E+04 6.75E+03 4.08E+03 2.53E+03 1.20E+03 6.56E+02 2.68E+02 1.09E+02 3.18E+01 1.16E+01 2.42E+00 6.26E-01 1.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.877  2.75E+05 3.74E+05 4.75E+06 7.41E+02 2.43E+04 2.46E+04 4.58E+04 3.84E+04 5.19E+04 3.90E+04 4.16E+04 3.07E+04 2.63E+04 1.85E+04 1.27E+04 7.92E+03 5.00E+03 2.53E+03 1.42E+03 5.90E+02 2.56E+02 8.24E+01 3.22E+01 7.06E+00 2.25E+00 4.53E-01 1.59E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.908  5.09E+05 6.26E+05 8.14E+06 1.18E+03 3.92E+04 3.96E+04 7.40E+04 6.25E+04 8.47E+04 6.45E+04 6.99E+04 5.24E+04 4.56E+04 3.28E+04 2.30E+04 1.49E+04 9.71E+03 5.08E+03 3.00E+03 1.28E+03 5.79E+02 1.99E+02 8.48E+01 1.87E+01 7.97E+00 1.13E+00 3.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.938  9.22E+05 1.02E+06 1.36E+07 1.74E+03 6.19E+04 6.25E+04 1.17E+05 9.95E+04 1.35E+05 1.04E+05 1.14E+05 8.67E+04 7.71E+04 5.64E+04 4.06E+04 2.68E+04 1.81E+04 9.80E+03 6.00E+03 2.75E+03 1.27E+03 4.61E+02 1.94E+02 4.87E+01 1.98E+01 3.40E+00 7.97E-01 1.52E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.967  1.63E+06 1.63E+06 2.22E+07 2.53E+03 9.46E+04 9.56E+04 1.80E+05 1.54E+05 2.10E+05 1.65E+05 1.82E+05 1.40E+05 1.26E+05 9.38E+04 6.95E+04 4.70E+04 3.25E+04 1.82E+04 1.15E+04 5.54E+03 2.68E+03 1.04E+03 4.51E+02 1.22E+02 4.88E+01 8.80E+00 2.50E+00 4.96E-01 1.48E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.995  2.81E+06 2.55E+06 3.54E+07 3.62E+03 1.41E+05 1.43E+05 2.69E+05 2.33E+05 3.19E+05 2.53E+05 2.82E+05 2.20E+05 2.02E+05 1.52E+05 1.15E+05 7.98E+04 5.67E+04 3.28E+04 2.13E+04 1.07E+04 5.43E+03 2.21E+03 1.03E+03 2.95E+02 1.20E+02 2.43E+01 8.09E+00 1.30E+00 2.66E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.022  4.74E+06 3.86E+06 5.48E+07 4.97E+03 2.05E+05 2.07E+05 3.93E+05 3.42E+05 4.71E+05 3.78E+05 4.24E+05 3.36E+05 3.13E+05 2.40E+05 1.85E+05 1.30E+05 9.52E+04 5.66E+04 3.80E+04 1.97E+04 1.05E+04 4.49E+03 2.19E+03 6.66E+02 2.86E+02 6.53E+01 2.02E+01 3.77E+00 1.39E+00 1.42E-01 1.00E-30 1.00E-30 1.00E-30
  10.00  1.049  7.80E+06 5.76E+06 8.38E+07 6.74E+03 2.94E+05 2.97E+05 5.63E+05 4.95E+05 6.84E+05 5.54E+05 6.28E+05 5.03E+05 4.76E+05 3.70E+05 2.93E+05 2.09E+05 1.56E+05 9.58E+04 6.61E+04 3.56E+04 1.96E+04 8.89E+03 4.44E+03 1.47E+03 6.50E+02 1.59E+02 5.14E+01 9.85E+00 3.39E+00 3.95E-01 1.00E-30 1.00E-30 1.00E-30
  11.00  1.100  2.03E+07 1.20E+07 1.83E+08 1.20E+04 5.65E+05 5.69E+05 1.09E+06 9.63E+05 1.35E+06 1.11E+06 1.28E+06 1.05E+06 1.02E+06 8.11E+05 6.73E+05 4.96E+05 3.88E+05 2.51E+05 1.82E+05 1.04E+05 6.20E+04 3.06E+04 1.67E+04 6.25E+03 3.04E+03 8.66E+02 3.03E+02 6.79E+01 1.77E+01 2.83E+00 4.73E-01 1.89E-01 1.00E-30
  12.00  1.149  4.77E+07 2.33E+07 3.69E+08 2.00E+04 1.01E+06 1.02E+06 1.95E+06 1.74E+06 2.45E+06 2.06E+06 2.41E+06 2.00E+06 2.00E+06 1.62E+06 1.40E+06 1.06E+06 8.69E+05 5.84E+05 4.46E+05 2.71E+05 1.72E+05 9.16E+04 5.40E+04 2.25E+04 1.19E+04 3.90E+03 1.52E+03 4.07E+02 1.09E+02 2.26E+01 3.63E+00 5.96E-01 1.81E-01
  13.00  1.196  1.03E+08 4.22E+07 6.94E+08 3.13E+04 1.69E+06 1.71E+06 3.28E+06 2.96E+06 4.18E+06 3.55E+06 4.22E+06 3.56E+06 3.63E+06 2.99E+06 2.67E+06 2.08E+06 1.77E+06 1.23E+06 9.84E+05 6.27E+05 4.26E+05 2.41E+05 1.52E+05 6.97E+04 4.00E+04 1.49E+04 6.45E+03 1.99E+03 5.98E+02 1.44E+02 2.91E+01 4.37E+00 7.49E-01
  14.00  1.241  2.09E+08 7.21E+07 1.23E+09 4.75E+04 2.71E+06 2.73E+06 5.25E+06 4.75E+06 6.73E+06 5.82E+06 6.94E+06 5.92E+06 6.17E+06 5.13E+06 4.74E+06 3.75E+06 3.30E+06 2.38E+06 1.97E+06 1.32E+06 9.45E+05 5.66E+05 3.81E+05 1.89E+05 1.16E+05 4.83E+04 2.31E+04 8.20E+03 2.81E+03 7.97E+02 1.78E+02 3.27E+01 5.75E+00
  15.00  1.285  3.97E+08 1.18E+08 2.08E+09 7.10E+04 4.20E+06 4.23E+06 8.12E+06 7.42E+06 1.05E+07 9.15E+06 1.10E+07 9.43E+06 9.93E+06 8.38E+06 7.88E+06 6.36E+06 5.73E+06 4.25E+06 3.65E+06 2.52E+06 1.90E+06 1.20E+06 8.53E+05 4.55E+05 2.99E+05 1.36E+05 7.13E+04 2.83E+04 1.10E+04 3.59E+03 9.39E+02 2.12E+02 4.32E+01
  16.00  1.327  7.18E+08 1.87E+08 3.39E+09 1.04E+05 6.36E+06 6.41E+06 1.23E+07 1.13E+07 1.60E+07 1.40E+07 1.69E+07 1.46E+07 1.55E+07 1.32E+07 1.26E+07 1.02E+07 9.41E+06 7.12E+06 6.27E+06 4.47E+06 3.52E+06 2.32E+06 1.73E+06 9.87E+05 6.88E+05 3.38E+05 1.93E+05 8.45E+04 3.70E+04 1.37E+04 4.14E+03 1.11E+03 2.58E+02
  17.00  1.367  1.25E+09 2.90E+08 5.38E+09 1.53E+05 9.54E+06 9.61E+06 1.85E+07 1.70E+07 2.42E+07 2.11E+07 2.56E+07 2.21E+07 2.36E+07 2.02E+07 1.94E+07 1.59E+07 1.49E+07 1.14E+07 1.02E+07 7.47E+06 6.09E+06 4.14E+06 3.24E+06 1.94E+06 1.43E+06 7.56E+05 4.65E+05 2.22E+05 1.07E+05 4.43E+04 1.54E+04 4.84E+03 1.30E+03
  18.00  1.407  2.10E+09 4.43E+08 8.37E+09 2.21E+05 1.43E+07 1.43E+07 2.78E+07 2.54E+07 3.61E+07 3.16E+07 3.83E+07 3.32E+07 3.56E+07 3.04E+07 2.96E+07 2.43E+07 2.29E+07 1.77E+07 1.61E+07 1.19E+07 9.96E+06 6.97E+06 5.64E+06 3.54E+06 2.72E+06 1.53E+06 1.01E+06 5.19E+05 2.75E+05 1.25E+05 4.94E+04 1.76E+04 5.52E+03
  19.00  1.446  3.45E+09 6.70E+08 1.28E+10 3.19E+05 2.12E+07 2.13E+07 4.11E+07 3.77E+07 5.38E+07 4.72E+07 5.72E+07 4.98E+07 5.35E+07 4.57E+07 4.44E+07 3.68E+07 3.47E+07 2.70E+07 2.47E+07 1.85E+07 1.57E+07 1.12E+07 9.30E+06 6.03E+06 4.82E+06 2.87E+06 1.99E+06 1.10E+06 6.32E+05 3.11E+05 1.38E+05 5.49E+04 1.98E+04
  20.00  1.483  5.55E+09 1.01E+09 1.95E+10 4.55E+05 3.15E+07 3.16E+07 6.10E+07 5.60E+07 8.00E+07 7.03E+07 8.52E+07 7.43E+07 7.98E+07 6.83E+07 6.65E+07 5.52E+07 5.21E+07 4.08E+07 3.74E+07 2.81E+07 2.40E+07 1.73E+07 1.46E+07 9.62E+06 7.86E+06 4.84E+06 3.51E+06 2.03E+06 1.25E+06 6.59E+05 3.22E+05 1.41E+05 5.68E+04
  22.50  1.573  1.83E+10 2.77E+09 5.47E+10 1.12E+06 8.49E+07 8.50E+07 1.65E+08 1.51E+08 2.16E+08 1.90E+08 2.31E+08 2.02E+08 2.17E+08 1.87E+08 1.83E+08 1.52E+08 1.44E+08 1.13E+08 1.05E+08 7.90E+07 6.81E+07 4.97E+07 4.27E+07 2.91E+07 2.46E+07 1.61E+07 1.26E+07 8.00E+06 5.63E+06 3.39E+06 2.04E+06 1.08E+06 5.65E+05
  25.00  1.658  5.62E+10 7.77E+09 1.54E+11 2.84E+06 2.35E+08 2.36E+08 4.57E+08 4.20E+08 6.01E+08 5.29E+08 6.42E+08 5.63E+08 6.05E+08 5.23E+08 5.09E+08 4.24E+08 4.03E+08 3.17E+08 2.93E+08 2.23E+08 1.92E+08 1.41E+08 1.21E+08 8.33E+07 7.06E+07 4.71E+07 3.75E+07 2.47E+07 1.84E+07 1.19E+07 7.97E+06 4.73E+06 2.94E+06
  30.00  1.817  6.50E+11 6.44E+10 1.29E+12 2.00E+07 1.92E+09 1.92E+09 3.74E+09 3.45E+09 4.93E+09 4.35E+09 5.30E+09 4.65E+09 5.01E+09 4.33E+09 4.22E+09 3.54E+09 3.36E+09 2.66E+09 2.44E+09 1.86E+09 1.60E+09 1.18E+09 1.00E+09 6.96E+08 5.87E+08 3.94E+08 3.12E+08 2.09E+08 1.57E+08 1.04E+08 7.40E+07 4.75E+07 3.38E+07
  40.00  2.098  9.67E+13 4.33E+12 8.99E+13 1.03E+09 1.19E+11 1.19E+11 2.33E+11 2.15E+11 3.10E+11 2.78E+11 3.39E+11 3.03E+11 3.29E+11 2.90E+11 2.86E+11 2.46E+11 2.35E+11 1.91E+11 1.77E+11 1.39E+11 1.20E+11 9.10E+10 7.80E+10 5.54E+10 4.67E+10 3.20E+10 2.53E+10 1.71E+10 1.26E+10 8.51E+09 5.87E+09 3.80E+09 2.62E+09
  50.00  2.345  5.26E+15 1.89E+14 4.15E+15 3.68E+10 4.72E+12 4.72E+12 9.26E+12 8.67E+12 1.25E+13 1.14E+13 1.41E+13 1.26E+13 1.39E+13 1.24E+13 1.25E+13 1.08E+13 1.07E+13 8.75E+12 8.32E+12 6.65E+12 5.92E+12 4.60E+12 4.05E+12 2.97E+12 2.56E+12 1.82E+12 1.48E+12 1.04E+12 7.94E+11 5.56E+11 3.96E+11 2.66E+11 1.88E+11
  60.00  2.569  3.24E+17 9.28E+15 2.15E+17 1.36E+12 1.90E+14 1.90E+14 3.75E+14 3.67E+14 5.40E+14 5.21E+14 6.83E+14 5.95E+14 6.38E+14 5.97E+14 6.07E+14 5.25E+14 5.55E+14 4.31E+14 4.41E+14 3.44E+14 3.26E+14 2.54E+14 2.38E+14 1.72E+14 1.51E+14 1.16E+14 9.30E+13 6.79E+13 5.34E+13 4.03E+13 3.00E+13 2.00E+13 1.48E+13
  70.00  2.775  1.12E+19 2.58E+17 6.19E+18 3.30E+13 4.98E+15 4.98E+15 9.79E+15 9.60E+15 1.42E+16 1.37E+16 1.80E+16 1.57E+16 1.71E+16 1.61E+16 1.65E+16 1.44E+16 1.54E+16 1.21E+16 1.25E+16 9.93E+15 9.56E+15 7.57E+15 7.19E+15 5.30E+15 4.74E+15 3.70E+15 3.04E+15 2.27E+15 1.83E+15 1.40E+15 1.08E+15 7.45E+14 5.67E+14
  80.00  2.966  3.07E+20 5.89E+18 1.45E+20 6.69E+14 1.07E+17 1.07E+17 2.12E+17 2.08E+17 3.07E+17 2.97E+17 3.90E+17 3.45E+17 3.77E+17 3.56E+17 3.68E+17 3.25E+17 3.47E+17 2.79E+17 2.88E+17 2.32E+17 2.25E+17 1.81E+17 1.73E+17 1.31E+17 1.19E+17 9.34E+16 7.83E+16 5.96E+16 4.90E+16 3.82E+16 3.01E+16 2.12E+16 1.65E+16
  90.00  3.146  7.08E+21 1.14E+20 2.87E+21 1.16E+16 1.97E+18 1.97E+18 3.89E+18 3.82E+18 5.65E+18 5.49E+18 7.20E+18 6.42E+18 7.07E+18 6.69E+18 6.97E+18 6.19E+18 6.64E+18 5.39E+18 5.61E+18 4.57E+18 4.47E+18 3.64E+18 3.52E+18 2.68E+18 2.45E+18 1.97E+18 1.67E+18 1.29E+18 1.08E+18 8.53E+17 6.82E+17 4.92E+17 3.90E+17
 100.00  3.317  1.41E+23 1.91E+21 4.94E+22 1.79E+17 3.17E+19 3.17E+19 6.26E+19 6.16E+19 9.11E+19 8.82E+19 1.16E+20 1.04E+20 1.15E+20 1.10E+20 1.15E+20 1.02E+20 1.10E+20 9.06E+19 9.44E+19 7.81E+19 7.68E+19 6.30E+19 6.12E+19 4.73E+19 4.37E+19 3.54E+19 3.05E+19 2.39E+19 2.01E+19 1.61E+19 1.31E+19 9.60E+18 7.75E+18
 110.00  3.479  2.46E+24 2.86E+22 7.52E+23 2.45E+18 4.55E+20 4.55E+20 9.00E+20 8.82E+20 1.31E+21 1.27E+21 1.67E+21 1.50E+21 1.68E+21 1.59E+21 1.68E+21 1.51E+21 1.63E+21 1.35E+21 1.41E+21 1.17E+21 1.16E+21 9.62E+20 9.43E+20 7.33E+20 6.83E+20 5.60E+20 4.86E+20 3.85E+20 3.29E+20 2.66E+20 2.19E+20 1.63E+20 1.33E+20
 120.00  3.633  3.86E+25 3.85E+23 1.03E+25 3.04E+19 5.90E+21 5.90E+21 1.16E+22 1.15E+22 1.70E+22 1.65E+22 2.18E+22 1.97E+22 2.20E+22 2.10E+22 2.22E+22 2.00E+22 2.17E+22 1.81E+22 1.90E+22 1.59E+22 1.58E+22 1.32E+22 1.30E+22 1.02E+22 9.59E+21 7.93E+21 6.93E+21 5.54E+21 4.78E+21 3.90E+21 3.24E+21 2.44E+21 2.02E+21
 130.00  3.782  5.48E+26 4.73E+24 1.28E+26 3.48E+20 6.99E+22 6.99E+22 1.38E+23 1.36E+23 2.02E+23 1.97E+23 2.59E+23 2.35E+23 2.63E+23 2.52E+23 2.68E+23 2.42E+23 2.64E+23 2.21E+23 2.33E+23 1.96E+23 1.96E+23 1.65E+23 1.62E+23 1.29E+23 1.22E+23 1.01E+23 8.92E+22 7.22E+22 6.26E+22 5.15E+22 4.33E+22 3.30E+22 2.74E+22
 140.00  3.924  7.13E+27 5.35E+25 1.47E+27 3.68E+21 7.67E+23 7.67E+23 1.51E+24 1.49E+24 2.22E+24 2.16E+24 2.84E+24 2.59E+24 2.91E+24 2.79E+24 2.98E+24 2.70E+24 2.94E+24 2.48E+24 2.63E+24 2.22E+24 2.23E+24 1.89E+24 1.87E+24 1.50E+24 1.42E+24 1.18E+24 1.06E+24 8.56E+23 7.50E+23 6.23E+23 5.25E+23 4.05E+23 3.40E+23
