## header:
##   title: Th232(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2025-12-18
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 90
##   A: 233
##   nuclide: Th233 
## parameters: 
##   level density
a                90 233  16.70415
aadjust          90 233   1.00000
gammald          90 233   0.07697
pair             90 233   0.78615
upbendeadjust    88 231 1.00000E+00 M1
upbendfadjust    88 231 1.00000E+00 M1
sgr              88 231   2.798 M1
egr              88 231   7.267 M1
ggr              88 231   4.000 M1
sgradjust        88 231   1.000 M1
egradjust        88 231   1.000 M1
ggradjust        88 231   1.000 M1
etable           88 231   0.00000 E2
ftable           88 231   1.00000 E2
wtable           88 231   1.00000 E2
etableadjust     88 231   0.00000 E2
ftableadjust     88 231   1.00000 E2
wtableadjust     88 231   1.00000 E2
upbendc          88 231 0.00000E+00 M2
upbende          88 231 0.00000E+00 M2
upbendf          88 231 0.00000E+00 M2
upbendcadjust    88 231 1.00000E+00 M2
upbendeadjust    88 231 1.00000E+00 M2
upbendfadjust    88 231 1.00000E+00 M2
sgr              88 231   0.002 M2
egr              88 231   7.267 M2
ggr              88 231   4.000 M2
sgradjust        88 231   1.000 M2
egradjust        88 231   1.000 M2
ggradjust        88 231   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       88 231   1.00000
vfiscor          88 231   1.00000
rmiufiscor       88 231   1.00000
betafiscoradjust   88 231   1.00000
vfiscoradjust    88 231   1.00000
rmiufiscoradjust   88 231   1.00000
bdamp            88 231   0.01000  1
bdampadjust      88 231   1.00000  1
class2width      88 231   0.20000  1
Rtransmom        88 231   0.60000  1
Rclass2mom       88 231   1.00000  1
bdamp            88 231   0.01000  2
bdampadjust      88 231   1.00000  2
class2width      88 231   0.20000  2
Rtransmom        88 231   1.00000  2
Rclass2mom       88 231   1.00000  2
bdamp            88 231   0.01000  3
bdampadjust      88 231   1.00000  3
Rtransmom        88 231   1.00000  3
Rclass2mom       88 231   1.00000  3
## residual:
##   Z: 87
##   A: 229
##   nuclide: Fr229 
## parameters: 
##   level density
a                87 229  17.40150
aadjust          87 229   1.00000
gammald          87 229   0.07741
pair             87 229   0.79298
Pshift           87 229   0.00000   0
Pshiftadjust     87 229   0.00000   0
deltaW           87 229   4.74364   0
Ntop             87 229  30   0
Nlow             87 229   2   0
s2adjust         87 229   1.00000   0
ctable           87 229   0.00000   0
ptable           87 229   0.00000   0
ctableadjust     87 229   0.00000   0
ptableadjust     87 229   0.00000   0
Ufermi           87 229  30.00000   0
cfermi           87 229   5.00000   0
Krotconstant     87 229   1.00000   0
Pshift           87 229   0.00000   1
Pshiftadjust     87 229   0.00000   1
deltaW           87 229   1.50000   1
Ntop             87 229   1   1
Nlow             87 229   0   1
s2adjust         87 229   1.00000   1
ctable           87 229   0.00000   1
ptable           87 229   0.00000   1
ctableadjust     87 229   0.00000   1
ptableadjust     87 229   0.00000   1
Ufermi           87 229  45.00000   1
cfermi           87 229   5.00000   1
Krotconstant     87 229   1.00000   1
Pshift           87 229   0.00000   2
Pshiftadjust     87 229   0.00000   2
deltaW           87 229   0.60000   2
Ntop             87 229   1   2
Nlow             87 229   0   2
s2adjust         87 229   1.00000   2
ctable           87 229   0.00000   2
ptable           87 229   0.00000   2
ctableadjust     87 229   0.00000   2
ptableadjust     87 229   0.00000   2
Ufermi           87 229  45.00000   2
cfermi           87 229   5.00000   2
Krotconstant     87 229   1.00000   2
Pshift           87 229   0.00000   3
Pshiftadjust     87 229   0.00000   3
deltaW           87 229   0.60000   3
Ntop             87 229   1   3
Nlow             87 229   0   3
s2adjust         87 229   1.00000   3
ctable           87 229   0.00000   3
ptable           87 229   0.00000   3
ctableadjust     87 229   0.00000   3
ptableadjust     87 229   0.00000   3
Ufermi           87 229  45.00000   3
cfermi           87 229   5.00000   3
Krotconstant     87 229   1.00000   3
g                87 229  15.26667
gp               87 229   5.80000
gn               87 229   9.46667
gnadjust         87 229   1.00000
gpadjust         87 229   1.00000
gadjust          87 229   1.00000
Risomer          87 229   1.00000
## parameters: 
##   photon strength function
gamgam           87 229   0.00000
gamgamadjust     87 229   1.00000
etable           87 229   0.00000 E1
ftable           87 229   1.00000 E1
wtable           87 229   1.00000 E1
etableadjust     87 229   0.00000 E1
ftableadjust     87 229   1.00000 E1
wtableadjust     87 229   1.00000 E1
upbendc          87 229 3.50000E-08 M1
upbende          87 229 8.00000E-01 M1
upbendf          87 229 6.00000E+00 M1
upbendcadjust    87 229 1.00000E+00 M1
upbendeadjust    87 229 1.00000E+00 M1
upbendfadjust    87 229 1.00000E+00 M1
sgr              87 229   2.777 M1
egr              87 229   7.277 M1
ggr              87 229   4.000 M1
sgradjust        87 229   1.000 M1
egradjust        87 229   1.000 M1
ggradjust        87 229   1.000 M1
etable           87 229   0.00000 E2
ftable           87 229   1.00000 E2
wtable           87 229   1.00000 E2
etableadjust     87 229   0.00000 E2
ftableadjust     87 229   1.00000 E2
wtableadjust     87 229   1.00000 E2
upbendc          87 229 0.00000E+00 M2
upbende          87 229 0.00000E+00 M2
upbendf          87 229 0.00000E+00 M2
upbendcadjust    87 229 1.00000E+00 M2
upbendeadjust    87 229 1.00000E+00 M2
upbendfadjust    87 229 1.00000E+00 M2
sgr              87 229   0.002 M2
egr              87 229   7.277 M2
ggr              87 229   4.000 M2
sgradjust        87 229   1.000 M2
egradjust        87 229   1.000 M2
ggradjust        87 229   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       87 229   1.00000
vfiscor          87 229   1.00000
rmiufiscor       87 229   1.00000
betafiscoradjust   87 229   1.00000
vfiscoradjust    87 229   1.00000
rmiufiscoradjust   87 229   1.00000
bdamp            87 229   0.01000  1
bdampadjust      87 229   1.00000  1
class2width      87 229   0.20000  1
Rtransmom        87 229   0.60000  1
Rclass2mom       87 229   1.00000  1
bdamp            87 229   0.01000  2
bdampadjust      87 229   1.00000  2
class2width      87 229   0.20000  2
Rtransmom        87 229   1.00000  2
Rclass2mom       87 229   1.00000  2
bdamp            87 229   0.01000  3
bdampadjust      87 229   1.00000  3
Rtransmom        87 229   1.00000  3
Rclass2mom       87 229   1.00000  3
## residual:
##   Z: 87
##   A: 228
##   nuclide: Fr228 
## parameters: 
##   level density
a                87 228  17.34915
aadjust          87 228   1.00000
gammald          87 228   0.07753
pair             87 228   0.00000
Pshift           87 228   0.00000   0
Pshiftadjust     87 228   0.00000   0
deltaW           87 228   4.63978   0
Ntop             87 228  30   0
Nlow             87 228   2   0
s2adjust         87 228   1.00000   0
ctable           87 228   0.00000   0
ptable           87 228   0.00000   0
ctableadjust     87 228   0.00000   0
ptableadjust     87 228   0.00000   0
Ufermi           87 228  30.00000   0
cfermi           87 228   5.00000   0
Krotconstant     87 228   1.00000   0
Pshift           87 228   0.00000   1
Pshiftadjust     87 228   0.00000   1
deltaW           87 228   1.50000   1
Ntop             87 228   1   1
Nlow             87 228   0   1
s2adjust         87 228   1.00000   1
ctable           87 228   0.00000   1
ptable           87 228   0.00000   1
ctableadjust     87 228   0.00000   1
ptableadjust     87 228   0.00000   1
Ufermi           87 228  45.00000   1
cfermi           87 228   5.00000   1
Krotconstant     87 228   1.00000   1
Pshift           87 228   0.00000   2
Pshiftadjust     87 228   0.00000   2
deltaW           87 228   0.60000   2
Ntop             87 228   1   2
Nlow             87 228   0   2
s2adjust         87 228   1.00000   2
ctable           87 228   0.00000   2
ptable           87 228   0.00000   2
ctableadjust     87 228   0.00000   2
ptableadjust     87 228   0.00000   2
Ufermi           87 228  45.00000   2
cfermi           87 228   5.00000   2
Krotconstant     87 228   1.00000   2
Pshift           87 228   0.00000   3
Pshiftadjust     87 228   0.00000   3
deltaW           87 228   0.60000   3
Ntop             87 228   1   3
Nlow             87 228   0   3
s2adjust         87 228   1.00000   3
ctable           87 228   0.00000   3
ptable           87 228   0.00000   3
ctableadjust     87 228   0.00000   3
ptableadjust     87 228   0.00000   3
Ufermi           87 228  45.00000   3
cfermi           87 228   5.00000   3
Krotconstant     87 228   1.00000   3
g                87 228  15.20000
gp               87 228   5.80000
gn               87 228   9.40000
gnadjust         87 228   1.00000
gpadjust         87 228   1.00000
gadjust          87 228   1.00000
Risomer          87 228   1.00000
## parameters: 
##   photon strength function
gamgam           87 228   0.00000
gamgamadjust     87 228   1.00000
etable           87 228   0.00000 E1
ftable           87 228   1.00000 E1
wtable           87 228   1.00000 E1
etableadjust     87 228   0.00000 E1
ftableadjust     87 228   1.00000 E1
wtableadjust     87 228   1.00000 E1
upbendc          87 228 3.50000E-08 M1
upbende          87 228 8.00000E-01 M1
upbendf          87 228 6.00000E+00 M1
upbendcadjust    87 228 1.00000E+00 M1
upbendeadjust    87 228 1.00000E+00 M1
upbendfadjust    87 228 1.00000E+00 M1
sgr              87 228   2.767 M1
egr              87 228   7.283 M1
ggr              87 228   4.000 M1
sgradjust        87 228   1.000 M1
egradjust        87 228   1.000 M1
ggradjust        87 228   1.000 M1
etable           87 228   0.00000 E2
ftable           87 228   1.00000 E2
wtable           87 228   1.00000 E2
etableadjust     87 228   0.00000 E2
ftableadjust     87 228   1.00000 E2
wtableadjust     87 228   1.00000 E2
upbendc          87 228 0.00000E+00 M2
upbende          87 228 0.00000E+00 M2
upbendf          87 228 0.00000E+00 M2
upbendcadjust    87 228 1.00000E+00 M2
upbendeadjust    87 228 1.00000E+00 M2
upbendfadjust    87 228 1.00000E+00 M2
sgr              87 228   0.002 M2
egr              87 228   7.283 M2
ggr              87 228   4.000 M2
sgradjust        87 228   1.000 M2
egradjust        87 228   1.000 M2
ggradjust        87 228   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       87 228   1.00000
vfiscor          87 228   1.00000
rmiufiscor       87 228   1.00000
betafiscoradjust   87 228   1.00000
vfiscoradjust    87 228   1.00000
rmiufiscoradjust   87 228   1.00000
bdamp            87 228   0.01000  1
bdampadjust      87 228   1.00000  1
class2width      87 228   0.20000  1
Rtransmom        87 228   0.60000  1
Rclass2mom       87 228   1.00000  1
bdamp            87 228   0.01000  2
bdampadjust      87 228   1.00000  2
class2width      87 228   0.20000  2
Rtransmom        87 228   1.00000  2
Rclass2mom       87 228   1.00000  2
bdamp            87 228   0.01000  3
bdampadjust      87 228   1.00000  3
Rtransmom        87 228   1.00000  3
Rclass2mom       87 228   1.00000  3
## residual:
##   Z: 87
##   A: 227
##   nuclide: Fr227 
## parameters: 
##   level density
a                87 227  17.02547
aadjust          87 227   1.00000
gammald          87 227   0.07764
pair             87 227   0.79647
Pshift           87 227   0.00000   0
Pshiftadjust     87 227   0.00000   0
deltaW           87 227   4.45046   0
Ntop             87 227  22   0
Nlow             87 227   6   0
s2adjust         87 227   1.00000   0
ctable           87 227   0.11255   0
ptable           87 227  -0.10125   0
ctableadjust     87 227   0.00000   0
ptableadjust     87 227   0.00000   0
Ufermi           87 227  30.00000   0
cfermi           87 227   5.00000   0
Krotconstant     87 227   1.00000   0
Pshift           87 227   0.00000   1
Pshiftadjust     87 227   0.00000   1
deltaW           87 227   1.50000   1
Ntop             87 227   1   1
Nlow             87 227   0   1
s2adjust         87 227   1.00000   1
ctable           87 227   0.00000   1
ptable           87 227   0.00000   1
ctableadjust     87 227   0.00000   1
ptableadjust     87 227   0.00000   1
Ufermi           87 227  45.00000   1
cfermi           87 227   5.00000   1
Krotconstant     87 227   1.00000   1
Pshift           87 227   0.00000   2
Pshiftadjust     87 227   0.00000   2
deltaW           87 227   0.60000   2
Ntop             87 227   1   2
Nlow             87 227   0   2
s2adjust         87 227   1.00000   2
ctable           87 227   0.00000   2
ptable           87 227   0.00000   2
ctableadjust     87 227   0.00000   2
ptableadjust     87 227   0.00000   2
Ufermi           87 227  45.00000   2
cfermi           87 227   5.00000   2
Krotconstant     87 227   1.00000   2
Pshift           87 227   0.00000   3
Pshiftadjust     87 227   0.00000   3
deltaW           87 227   0.60000   3
Ntop             87 227   1   3
Nlow             87 227   0   3
s2adjust         87 227   1.00000   3
ctable           87 227   0.00000   3
ptable           87 227   0.00000   3
ctableadjust     87 227   0.00000   3
ptableadjust     87 227   0.00000   3
Ufermi           87 227  45.00000   3
cfermi           87 227   5.00000   3
Krotconstant     87 227   1.00000   3
g                87 227  15.13333
gp               87 227   5.80000
gn               87 227   9.33333
gnadjust         87 227   1.00000
gpadjust         87 227   1.00000
gadjust          87 227   1.00000
Risomer          87 227   1.00000
## parameters: 
##   photon strength function
gamgam           87 227   0.00000
gamgamadjust     87 227   1.00000
etable           87 227   0.00000 E1
ftable           87 227   1.00000 E1
wtable           87 227   1.00000 E1
etableadjust     87 227   0.00000 E1
ftableadjust     87 227   1.00000 E1
wtableadjust     87 227   1.00000 E1
upbendc          87 227 3.50000E-08 M1
upbende          87 227 8.00000E-01 M1
upbendf          87 227 6.00000E+00 M1
upbendcadjust    87 227 1.00000E+00 M1
upbendeadjust    87 227 1.00000E+00 M1
upbendfadjust    87 227 1.00000E+00 M1
sgr              87 227   2.757 M1
egr              87 227   7.288 M1
ggr              87 227   4.000 M1
sgradjust        87 227   1.000 M1
egradjust        87 227   1.000 M1
ggradjust        87 227   1.000 M1
etable           87 227   0.00000 E2
ftable           87 227   1.00000 E2
wtable           87 227   1.00000 E2
etableadjust     87 227   0.00000 E2
ftableadjust     87 227   1.00000 E2
wtableadjust     87 227   1.00000 E2
upbendc          87 227 0.00000E+00 M2
upbende          87 227 0.00000E+00 M2
upbendf          87 227 0.00000E+00 M2
upbendcadjust    87 227 1.00000E+00 M2
upbendeadjust    87 227 1.00000E+00 M2
upbendfadjust    87 227 1.00000E+00 M2
sgr              87 227   0.002 M2
egr              87 227   7.288 M2
ggr              87 227   4.000 M2
sgradjust        87 227   1.000 M2
egradjust        87 227   1.000 M2
ggradjust        87 227   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       87 227   1.00000
vfiscor          87 227   1.00000
rmiufiscor       87 227   1.00000
betafiscoradjust   87 227   1.00000
vfiscoradjust    87 227   1.00000
rmiufiscoradjust   87 227   1.00000
bdamp            87 227   0.01000  1
bdampadjust      87 227   1.00000  1
class2width      87 227   0.20000  1
Rtransmom        87 227   0.60000  1
Rclass2mom       87 227   1.00000  1
bdamp            87 227   0.01000  2
bdampadjust      87 227   1.00000  2
class2width      87 227   0.20000  2
Rtransmom        87 227   1.00000  2
Rclass2mom       87 227   1.00000  2
bdamp            87 227   0.01000  3
bdampadjust      87 227   1.00000  3
Rtransmom        87 227   1.00000  3
Rclass2mom       87 227   1.00000  3
## residual:
##   Z: 87
##   A: 226
##   nuclide: Fr226 
## parameters: 
##   level density
a                87 226  16.86994
aadjust          87 226   1.00000
gammald          87 226   0.07776
pair             87 226   0.00000
Pshift           87 226   0.00000   0
Pshiftadjust     87 226   0.00000   0
deltaW           87 226   4.21541   0
Ntop             87 226  30   0
Nlow             87 226   2   0
s2adjust         87 226   1.00000   0
ctable           87 226   0.00000   0
ptable           87 226   0.00000   0
ctableadjust     87 226   0.00000   0
ptableadjust     87 226   0.00000   0
Ufermi           87 226  30.00000   0
cfermi           87 226   5.00000   0
Krotconstant     87 226   1.00000   0
Pshift           87 226   0.00000   1
Pshiftadjust     87 226   0.00000   1
deltaW           87 226   1.50000   1
Ntop             87 226   1   1
Nlow             87 226   0   1
s2adjust         87 226   1.00000   1
ctable           87 226   0.00000   1
ptable           87 226   0.00000   1
ctableadjust     87 226   0.00000   1
ptableadjust     87 226   0.00000   1
Ufermi           87 226  45.00000   1
cfermi           87 226   5.00000   1
Krotconstant     87 226   1.00000   1
Pshift           87 226   0.00000   2
Pshiftadjust     87 226   0.00000   2
deltaW           87 226   0.60000   2
Ntop             87 226   1   2
Nlow             87 226   0   2
s2adjust         87 226   1.00000   2
ctable           87 226   0.00000   2
ptable           87 226   0.00000   2
ctableadjust     87 226   0.00000   2
ptableadjust     87 226   0.00000   2
Ufermi           87 226  45.00000   2
cfermi           87 226   5.00000   2
Krotconstant     87 226   1.00000   2
Pshift           87 226   0.00000   3
Pshiftadjust     87 226   0.00000   3
deltaW           87 226   0.60000   3
Ntop             87 226   1   3
Nlow             87 226   0   3
s2adjust         87 226   1.00000   3
ctable           87 226   0.00000   3
ptable           87 226   0.00000   3
ctableadjust     87 226   0.00000   3
ptableadjust     87 226   0.00000   3
Ufermi           87 226  45.00000   3
cfermi           87 226   5.00000   3
Krotconstant     87 226   1.00000   3
g                87 226  15.06667
gp               87 226   5.80000
gn               87 226   9.26667
gnadjust         87 226   1.00000
gpadjust         87 226   1.00000
gadjust          87 226   1.00000
Risomer          87 226   1.00000
## parameters: 
##   photon strength function
gamgam           87 226   0.00000
gamgamadjust     87 226   1.00000
etable           87 226   0.00000 E1
ftable           87 226   1.00000 E1
wtable           87 226   1.00000 E1
etableadjust     87 226   0.00000 E1
ftableadjust     87 226   1.00000 E1
wtableadjust     87 226   1.00000 E1
upbendc          87 226 3.50000E-08 M1
upbende          87 226 8.00000E-01 M1
upbendf          87 226 6.00000E+00 M1
upbendcadjust    87 226 1.00000E+00 M1
upbendeadjust    87 226 1.00000E+00 M1
upbendfadjust    87 226 1.00000E+00 M1
sgr              87 226   2.747 M1
egr              87 226   7.293 M1
ggr              87 226   4.000 M1
sgradjust        87 226   1.000 M1
egradjust        87 226   1.000 M1
ggradjust        87 226   1.000 M1
etable           87 226   0.00000 E2
ftable           87 226   1.00000 E2
wtable           87 226   1.00000 E2
etableadjust     87 226   0.00000 E2
ftableadjust     87 226   1.00000 E2
wtableadjust     87 226   1.00000 E2
upbendc          87 226 0.00000E+00 M2
upbende          87 226 0.00000E+00 M2
upbendf          87 226 0.00000E+00 M2
upbendcadjust    87 226 1.00000E+00 M2
upbendeadjust    87 226 1.00000E+00 M2
upbendfadjust    87 226 1.00000E+00 M2
sgr              87 226   0.002 M2
egr              87 226   7.293 M2
ggr              87 226   4.000 M2
sgradjust        87 226   1.000 M2
egradjust        87 226   1.000 M2
ggradjust        87 226   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       87 226   1.00000
vfiscor          87 226   1.00000
rmiufiscor       87 226   1.00000
betafiscoradjust   87 226   1.00000
vfiscoradjust    87 226   1.00000
rmiufiscoradjust   87 226   1.00000
bdamp            87 226   0.01000  1
bdampadjust      87 226   1.00000  1
class2width      87 226   0.20000  1
Rtransmom        87 226   0.60000  1
Rclass2mom       87 226   1.00000  1
bdamp            87 226   0.01000  2
bdampadjust      87 226   1.00000  2
class2width      87 226   0.20000  2
Rtransmom        87 226   1.00000  2
Rclass2mom       87 226   1.00000  2
bdamp            87 226   0.01000  3
bdampadjust      87 226   1.00000  3
Rtransmom        87 226   1.00000  3
Rclass2mom       87 226   1.00000  3
## residual:
##   Z: 86
##   A: 226
##   nuclide: Rn226 
## parameters: 
##   level density
a                86 226  17.00387
aadjust          86 226   1.00000
gammald          86 226   0.07776
pair             86 226   1.59646
Pshift           86 226   0.00000   0
Pshiftadjust     86 226   0.00000   0
deltaW           86 226   4.35178   0
Ntop             86 226  30   0
Nlow             86 226   2   0
s2adjust         86 226   1.00000   0
ctable           86 226   0.00000   0
ptable           86 226   0.00000   0
ctableadjust     86 226   0.00000   0
ptableadjust     86 226   0.00000   0
Ufermi           86 226  30.00000   0
cfermi           86 226   5.00000   0
Krotconstant     86 226   1.00000   0
Pshift           86 226   0.00000   1
Pshiftadjust     86 226   0.00000   1
deltaW           86 226   1.50000   1
Ntop             86 226   1   1
Nlow             86 226   0   1
s2adjust         86 226   1.00000   1
ctable           86 226   0.00000   1
ptable           86 226   0.00000   1
ctableadjust     86 226   0.00000   1
ptableadjust     86 226   0.00000   1
Ufermi           86 226  45.00000   1
cfermi           86 226   5.00000   1
Krotconstant     86 226   1.00000   1
Pshift           86 226   0.00000   2
Pshiftadjust     86 226   0.00000   2
deltaW           86 226   0.60000   2
Ntop             86 226   1   2
Nlow             86 226   0   2
s2adjust         86 226   1.00000   2
ctable           86 226   0.00000   2
ptable           86 226   0.00000   2
ctableadjust     86 226   0.00000   2
ptableadjust     86 226   0.00000   2
Ufermi           86 226  45.00000   2
cfermi           86 226   5.00000   2
Krotconstant     86 226   1.00000   2
g                86 226  15.06667
gp               86 226   5.73333
gn               86 226   9.33333
gnadjust         86 226   1.00000
gpadjust         86 226   1.00000
gadjust          86 226   1.00000
Risomer          86 226   1.00000
## parameters: 
##   photon strength function
gamgam           86 226   0.00000
gamgamadjust     86 226   1.00000
etable           86 226   0.00000 E1
ftable           86 226   1.00000 E1
wtable           86 226   1.00000 E1
etableadjust     86 226   0.00000 E1
ftableadjust     86 226   1.00000 E1
wtableadjust     86 226   1.00000 E1
upbendc          86 226 3.50000E-08 M1
upbende          86 226 8.00000E-01 M1
upbendf          86 226 6.00000E+00 M1
upbendcadjust    86 226 1.00000E+00 M1
upbendeadjust    86 226 1.00000E+00 M1
upbendfadjust    86 226 1.00000E+00 M1
sgr              86 226   2.747 M1
egr              86 226   7.293 M1
ggr              86 226   4.000 M1
sgradjust        86 226   1.000 M1
egradjust        86 226   1.000 M1
ggradjust        86 226   1.000 M1
etable           86 226   0.00000 E2
ftable           86 226   1.00000 E2
wtable           86 226   1.00000 E2
etableadjust     86 226   0.00000 E2
ftableadjust     86 226   1.00000 E2
wtableadjust     86 226   1.00000 E2
upbendc          86 226 0.00000E+00 M2
upbende          86 226 0.00000E+00 M2
upbendf          86 226 0.00000E+00 M2
upbendcadjust    86 226 1.00000E+00 M2
upbendeadjust    86 226 1.00000E+00 M2
upbendfadjust    86 226 1.00000E+00 M2
sgr              86 226   0.002 M2
egr              86 226   7.293 M2
ggr              86 226   4.000 M2
sgradjust        86 226   1.000 M2
egradjust        86 226   1.000 M2
ggradjust        86 226   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       86 226   1.00000
vfiscor          86 226   1.00000
rmiufiscor       86 226   1.00000
betafiscoradjust   86 226   1.00000
vfiscoradjust    86 226   1.00000
rmiufiscoradjust   86 226   1.00000
bdamp            86 226   0.01000  1
bdampadjust      86 226   1.00000  1
class2width      86 226   0.20000  1
Rtransmom        86 226   0.60000  1
Rclass2mom       86 226   1.00000  1
bdamp            86 226   0.01000  2
bdampadjust      86 226   1.00000  2
Rtransmom        86 226   1.00000  2
Rclass2mom       86 226   1.00000  2
## residual:
##   Z: 86
##   A: 225
##   nuclide: Rn225 
## parameters: 
##   level density
a                86 225  17.03821
aadjust          86 225   1.00000
gammald          86 225   0.07787
pair             86 225   0.80000
Pshift           86 225   0.00000   0
Pshiftadjust     86 225   0.00000   0
deltaW           86 225   4.27887   0
Ntop             86 225  30   0
Nlow             86 225   2   0
s2adjust         86 225   1.00000   0
ctable           86 225   0.00000   0
ptable           86 225   0.00000   0
ctableadjust     86 225   0.00000   0
ptableadjust     86 225   0.00000   0
Ufermi           86 225  30.00000   0
cfermi           86 225   5.00000   0
Krotconstant     86 225   1.00000   0
Pshift           86 225   0.00000   1
Pshiftadjust     86 225   0.00000   1
deltaW           86 225   1.50000   1
Ntop             86 225   1   1
Nlow             86 225   0   1
s2adjust         86 225   1.00000   1
ctable           86 225   0.00000   1
ptable           86 225   0.00000   1
ctableadjust     86 225   0.00000   1
ptableadjust     86 225   0.00000   1
Ufermi           86 225  45.00000   1
cfermi           86 225   5.00000   1
Krotconstant     86 225   1.00000   1
Pshift           86 225   0.00000   2
Pshiftadjust     86 225   0.00000   2
deltaW           86 225   0.60000   2
Ntop             86 225   1   2
Nlow             86 225   0   2
s2adjust         86 225   1.00000   2
ctable           86 225   0.00000   2
ptable           86 225   0.00000   2
ctableadjust     86 225   0.00000   2
ptableadjust     86 225   0.00000   2
Ufermi           86 225  45.00000   2
cfermi           86 225   5.00000   2
Krotconstant     86 225   1.00000   2
Pshift           86 225   0.00000   3
Pshiftadjust     86 225   0.00000   3
deltaW           86 225   0.60000   3
Ntop             86 225   1   3
Nlow             86 225   0   3
s2adjust         86 225   1.00000   3
ctable           86 225   0.00000   3
ptable           86 225   0.00000   3
ctableadjust     86 225   0.00000   3
ptableadjust     86 225   0.00000   3
Ufermi           86 225  45.00000   3
cfermi           86 225   5.00000   3
Krotconstant     86 225   1.00000   3
g                86 225  15.00000
gp               86 225   5.73333
gn               86 225   9.26667
gnadjust         86 225   1.00000
gpadjust         86 225   1.00000
gadjust          86 225   1.00000
Risomer          86 225   1.00000
## parameters: 
##   photon strength function
gamgam           86 225   0.00000
gamgamadjust     86 225   1.00000
etable           86 225   0.00000 E1
ftable           86 225   1.00000 E1
wtable           86 225   1.00000 E1
etableadjust     86 225   0.00000 E1
ftableadjust     86 225   1.00000 E1
wtableadjust     86 225   1.00000 E1
upbendc          86 225 3.50000E-08 M1
upbende          86 225 8.00000E-01 M1
upbendf          86 225 6.00000E+00 M1
upbendcadjust    86 225 1.00000E+00 M1
upbendeadjust    86 225 1.00000E+00 M1
upbendfadjust    86 225 1.00000E+00 M1
sgr              86 225   2.737 M1
egr              86 225   7.299 M1
ggr              86 225   4.000 M1
sgradjust        86 225   1.000 M1
egradjust        86 225   1.000 M1
ggradjust        86 225   1.000 M1
etable           86 225   0.00000 E2
ftable           86 225   1.00000 E2
wtable           86 225   1.00000 E2
etableadjust     86 225   0.00000 E2
ftableadjust     86 225   1.00000 E2
wtableadjust     86 225   1.00000 E2
upbendc          86 225 0.00000E+00 M2
upbende          86 225 0.00000E+00 M2
upbendf          86 225 0.00000E+00 M2
upbendcadjust    86 225 1.00000E+00 M2
upbendeadjust    86 225 1.00000E+00 M2
upbendfadjust    86 225 1.00000E+00 M2
sgr              86 225   0.002 M2
egr              86 225   7.299 M2
ggr              86 225   4.000 M2
sgradjust        86 225   1.000 M2
egradjust        86 225   1.000 M2
ggradjust        86 225   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       86 225   1.00000
vfiscor          86 225   1.00000
rmiufiscor       86 225   1.00000
betafiscoradjust   86 225   1.00000
vfiscoradjust    86 225   1.00000
rmiufiscoradjust   86 225   1.00000
bdamp            86 225   0.01000  1
bdampadjust      86 225   1.00000  1
class2width      86 225   0.20000  1
Rtransmom        86 225   0.60000  1
Rclass2mom       86 225   1.00000  1
bdamp            86 225   0.01000  2
bdampadjust      86 225   1.00000  2
class2width      86 225   0.20000  2
Rtransmom        86 225   1.00000  2
Rclass2mom       86 225   1.00000  2
bdamp            86 225   0.01000  3
bdampadjust      86 225   1.00000  3
Rtransmom        86 225   1.00000  3
Rclass2mom       86 225   1.00000  3
## residual:
##   Z: 90
##   A: 229
##   nuclide: Th229 
## parameters: 
##   level density
a                90 229  16.18119
aadjust          90 229   1.00000
gammald          90 229   0.07741
pair             90 229   0.79298
Pshift           90 229   0.00000   0
Pshiftadjust     90 229   0.00000   0
deltaW           90 229   3.25535   0
Ntop             90 229  22   0
Nlow             90 229   6   0
s2adjust         90 229   1.00000   0
ctable           90 229   0.33434   0
ptable           90 229  -0.03665   0
ctableadjust     90 229   0.00000   0
ptableadjust     90 229   0.00000   0
Ufermi           90 229  30.00000   0
cfermi           90 229   5.00000   0
Krotconstant     90 229   1.00000   0
Pshift           90 229   0.00000   1
Pshiftadjust     90 229   0.00000   1
deltaW           90 229   1.50000   1
Ntop             90 229   1   1
Nlow             90 229   0   1
s2adjust         90 229   1.00000   1
ctable           90 229   0.00000   1
ptable           90 229   0.00000   1
ctableadjust     90 229   0.00000   1
ptableadjust     90 229   0.00000   1
Ufermi           90 229  45.00000   1
cfermi           90 229   5.00000   1
Krotconstant     90 229   1.00000   1
Pshift           90 229   0.00000   2
Pshiftadjust     90 229   0.00000   2
deltaW           90 229   0.60000   2
Ntop             90 229   1   2
Nlow             90 229   0   2
s2adjust         90 229   1.00000   2
ctable           90 229   0.00000   2
ptable           90 229   0.00000   2
ctableadjust     90 229   0.00000   2
ptableadjust     90 229   0.00000   2
Ufermi           90 229  45.00000   2
